name;base_fond;science_fond;ams;n_buildings;n_days;guests;employees
Невельский историко-краеведческий музей;9472;2780;12252;1;302;4.9;14
Муниц.краеведческий музей г.Макарова;2938;985;93;1;246;1.2;2
Кировоградский ист.-краеведческий музей;2999;2682;500;1;247;2.6;2
Байкаловский краеведческий музей;10351;216;85;1;299;9.2;7
Верх-Нейвинский ист-краеведческий музей;2663;1128;0;1;105;3.7;2
Национальный музей Республики Дагестан им.А.Тахо-Годи;134978;41500;10200;1;300;179.8;356
Кизлярский краеведческий музей им.Багратиона;16592;4410;100;1;300;31.5;18
Мемор.музей У.Буйнакского, с.Уллубийаул;709;143;0;1;300;7.3;10
Буйнакский краеведческий музей;3423;800;0;1;300;7.2;14
Дербентский гос.музей-заповедник;6425;2300;6425;43;353;80.5;127
Хасавюртовский ист.-краеведческий музей;2991;310;0;1;300;7.8;5
"Военно-исторический музей ""Ильинские рубежи""";692;370;0;1;247;10.4;3
"Военно-исторический музей ""Кременки""";1154;131;0;1;262;2.8;2
Гос.музей маршала Г.К.Жукова;5941;6516;4225;2;310;16.4;23
"Музейно-краеведческий центр ""Дом Богдановых""";1917;1316;1917;1;247;5;4
Ульяновская картинная галерея;394;0;349;1;286;0.8;1
Шуйский ист.-художественный и мемориальный музей;12912;11773;0;2;311;17.6;19
Фурмановская карт.галерея им.Трубникова;3466;354;0;2;304;6.5;7
Ивановский обл.художественный музей;41126;5668;14862;3;308;69;61
Жирновский краеведческий музей;2156;990;370;1;249;5.4;3
Даниловский ист.-краеведческий музей;1307;214;0;1;244;1.3;2
Гос.музей Палехского искусства;11879;3576;15455;8;314;41;55
Алексеевский краеведческий музей;6221;1240;3033;1;265;2;4
Гос.музей Холуйского искусства;4694;966;1310;1;350;4.8;13
Плесский гос. музей-заповедник;81569;1013;19000;9;310;156.5;83
Кинешемский обл.художественно-исторический музей;13024;3998;10361;3;308;26.5;29
Новониколаевский краеведческий музей;7310;4042;0;1;252;4.7;1
"Ист.-мемор. музей-запов��дник ""Подолье""";26104;16417;0;10;303;25;42
Ярополецкий краеведческий музей;1002;2560;0;1;249;4.4;1
Осташевский краеведческий музей;868;940;0;1;210;0.4;1
Музей археологии и краеведения г.Дубны;3019;1168;135;2;307;5.5;9
Жуковский городской музей;23008;2833;553;1;244;3.3;9
Лотошинский ист.-краеведческий музей;2041;898;0;2;237;16.2;16
Луховицкий историко-художественный музей;12080;3195;0;5;310;10.1;18
Щелковский ист.-краеведческий музей;10528;6373;3832;1;296;19.5;18
Шаховской историко-краеведческий музей;5465;3668;1001;1;243;19.6;12
Троицкий городской музей;583;2433;0;1;247;6.1;7
Картинная галерея г.Красноармейска;6197;310;5770;1;264;5.3;4
Музей-усадьба П.П.Семенова-Тян-Шанского;809;605;0;1;236;3.3;5
Мем.дом-музей Маршала В.И.Чуйкова;593;1713;0;1;260;3.6;3
Краеведческий музей г.Ломоносова;8780;6187;4001;2;253;17.9;32
Подпорожский краеведческий музей;22034;4754;20670;1;248;3.3;7
Усть-Илимская картинная галерея;1715;128;0;1;292;8.8;13
Ирбитский гос.музей изоискусств;13769;1052;2397;6;247;33;74
Объединенный музей писателей Урала;55065;14624;24780;14;310;110.4;132
"Музей памяти воинов-интернационалистов ""Шурави""";7936;1136;3079;1;247;16.2;7
Музей истории камнерезного и ювелирного искусства;13322;4047;13322;2;260;37.3;38
Дорогобужский ист.-краеведческий музей;2537;764;397;1;270;6.3;4
Новодугинский ист.-краеведческий музей;1868;651;0;1;268;2.8;2
Холм-Жирковский историко-краеведческий музей;3138;5136;1645;2;219;5.6;2
Шумячский художественно-краеведческий музей;3747;9673;205;2;249;5.4;4
Кардымовский ист.-краеведческий музей;3098;2707;1000;1;247;5.4;3
Сафоновский ист.-краеведческий музей;2087;2153;1250;1;260;5;3
Демидовский ист.-краеведческий музей;3827;2075;206;1;253;6.7;4
Смоленский гос. музей-заповедник;415345;224154;278561;16;317;144.1;194
Вяземский историко-краеведческий музей;15090;4612;2600;2;317;12.5;9
Ельнинский историко-краеведческий музей;2343;2633;0;1;303;5.5;4
Мем. дом-музей Н.М.Пржевальского;6959;2634;0;3;317;5;12
Литературно-мемориальный музей Г.Цадасы;2130;971;0;1;300;10.6;4
Дагестанский музей изоискусств;19754;0;16832;1;300;12.1;69
"Краеведческий музей ""Поморье"" Кемского муниципального района";7620;2726;0;1;324;7.6;10
